Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,No,Travel_Rarely,834.0,Research & Development,11.0,4,Marketing,1,530,3,Female,49,3,3,Sales Executive,1,Single,11230,16888,4.0,Y,Yes,16,4,2,80,3,11,3,3,1,1,1,1
34,No,Non-Travel,513.0,Sales,1.0,4,Life Sciences,1,531,2,Male,74,2,3,Manufacturing Director,3,Divorced,10102,13436,1.0,Y,No,25,3,4,80,3,8,4,3,7,7,2,2
29,No,Travel_Rarely,1314.0,Research & Development,6.0,2,Life Sciences,1,532,3,Female,92,2,2,Manager,3,Married,7058,4575,3.0,Y,No,17,3,4,80,0,11,2,3,11,7,1,3
33,No,Travel_Rarely,1226.0,Sales,2.0,3,Medical,1,533,4,Female,30,1,1,Laboratory Technician,4,Divorced,5399,7540,3.0,Y,Yes,15,3,4,80,2,15,2,3,15,2,4,0
41,No,Travel_Rarely,1140.0,Research & Development,11.0,2,Life Sciences,1,534,2,Female,90,3,3,Sales Executive,2,Divorced,13602,15665,3.0,Y,No,18,4,4,80,0,23,3,4,23,2,4,1
23,No,Non-Travel,1241.0,Sales,1.0,2,Medical,1,535,4,Female,64,2,1,Healthcare Representative,1,Divorced,3295,22289,2.0,Y,No,18,4,3,80,0,5,0,3,5,2,0,5
43,Yes,Travel_Frequently,767.0,Research & Development,6.0,3,Marketing,1,536,1,Male,93,3,2,Manufacturing Director,3,Married,8060,12846,4.0,Y,No,13,3,4,80,1,5,3,3,1,1,1,1
32,No,Travel_Rarely,979.0,Research & Development,13.0,3,Medical,1,537,2,Male,77,4,1,Laboratory Technician,3,Married,6424,17836,2.0,Y,No,11,3,3,80,0,4,3,3,2,2,2,2
47,No,Travel_Rarely,401.0,Research & Development,12.0,2,Medical,1,538,3,Male,32,4,4,Sales Representative,1,Single,12902,12993,5.0,Y,No,17,3,2,80,0,1,3,4,1,1,1,0
18,Yes,Travel_Frequently,1195.0,Research & Development,6.0,4,Medical,1,539,4,Male,93,3,1,Healthcare Representative,3,Married,4671,23548,2.0,Y,No,18,3,3,80,0,0,0,2,0,0,0,0
30,No,Travel_Frequently,126.0,Sales,13.0,1,Medical,1,540,3,Male,33,2,1,Manufacturing Director,4,Married,4631,26382,2.0,Y,Yes,14,3,4,80,0,12,6,3,11,3,1,10
22,No,Travel_Rarely,812.0,Research & Development,2.0,1,Life Sciences,1,541,4,Female,47,3,1,Manufacturing Director,4,Married,2339,12618,2.0,Y,No,21,4,3,80,0,4,2,3,0,0,0,0
30,No,Travel_Rarely,388.0,Research & Development,2.0,4,Marketing,1,542,4,Male,68,2,4,Manufacturing Director,2,Divorced,14603,9463,4.0,Y,No,20,3,4,80,1,12,2,3,12,9,3,0
39,Yes,Travel_Frequently,934.0,Research & Development,1.0,4,Medical,1,543,3,Male,93,3,2,Laboratory Technician,2,Single,7956,16435,3.0,Y,Yes,18,3,3,80,0,9,2,3,1,1,1,1
35,No,Travel_Rarely,494.0,Research & Development,8.0,3,Life Sciences,1,544,2,Female,41,3,1,Laboratory Technician,3,Married,5699,24114,6.0,Y,No,14,3,4,80,1,3,4,3,2,2,2,2
35,No,Travel_Rarely,1449.0,Research & Development,9.0,3,Medical,1,545,2,Male,67,3,1,Healthcare Representative,3,Married,2563,17023,2.0,Y,No,11,3,1,80,1,13,4,3,7,2,4,1
36,No,Travel_Rarely,267.0,Research & Development,9.0,2,Technical Degree,1,546,3,Male,37,2,3,Manufacturing Director,4,Married,11117,10674,4.0,Y,No,14,3,2,80,0,5,3,3,4,3,0,2
39,Yes,Travel_Frequently,1250.0,Research & Development,4.0,2,Life Sciences,1,547,3,Female,53,2,3,Laboratory Technician,1,Single,13587,21425,2.0,Y,No,11,3,3,80,2,21,3,2,13,0,1,10
28,No,Travel_Frequently,1036.0,Research & Development,4.0,3,Marketing,1,548,3,Male,48,4,2,Sales Executive,3,Single,11639,6564,4.0,Y,No,11,3,1,80,0,10,3,3,8,4,1,1
43,Yes,Travel_Rarely,1493.0,Research & Development,12.0,3,Other,1,549,3,Male,59,4,3,Healthcare Representative,4,Divorced,13404,8890,4.0,Y,No,17,4,4,80,2,1,0,3,0,0,0,0
43,No,Travel_Frequently,557.0,Research & Development,7.0,3,Technical Degree,1,550,1,Male,79,3,4,Manufacturing Director,1,Married,12181,5886,2.0,Y,No,19,3,2,80,3,17,2,2,12,2,9,7
40,No,Travel_Rarely,1086.0,Research & Development,4.0,2,Life Sciences,1,551,1,Female,80,3,1,Research Scientist,4,Single,5511,24828,1.0,Y,No,11,3,1,80,2,15,2,2,9,6,2,2
42,No,Travel_Rarely,144.0,Research & Development,1.0,3,Medical,1,552,3,Male,77,3,3,Research Scientist,3,Single,10230,25520,1.0,Y,No,14,3,3,80,1,8,3,3,6,0,5,2
40,No,Travel_Rarely,1047.0,Sales,10.0,4,Human Resources,1,553,4,Male,31,2,3,Research Scientist,4,Married,11611,25965,5.0,Y,No,15,3,2,80,1,3,3,3,0,0,0,0
55,No,Travel_Rarely,712.0,Research & Development,22.0,2,Medical,1,554,4,Male,84,4,5,Research Director,3,Single,16110,2674,0.0,Y,No,14,3,3,80,0,19,6,3,8,1,1,1
36,No,Travel_Rarely,1116.0,Research & Development,12.0,1,Life Sciences,1,555,4,Male,75,2,2,Sales Representative,4,Married,4815,24489,1.0,Y,No,11,3,2,80,2,10,3,3,4,0,4,2
34,No,Travel_Rarely,1197.0,Research & Development,5.0,3,Life Sciences,1,556,3,Female,34,3,1,Laboratory Technician,4,Divorced,4079,7552,4.0,Y,Yes,20,3,1,80,0,11,3,2,7,1,1,5
30,No,Travel_Rarely,781.0,Sales,2.0,4,Marketing,1,557,2,Male,96,2,2,Research Scientist,1,Single,9200,25815,3.0,Y,No,11,3,4,80,1,12,6,3,12,2,0,1
28,No,Travel_Rarely,576.0,Research & Development,4.0,3,Medical,1,558,3,Female,83,3,1,Healthcare Representative,4,Married,5218,10573,2.0,Y,Yes,11,4,2,80,1,10,2,4,10,2,2,1
26,No,Travel_Rarely,1098.0,Research & Development,13.0,4,Life Sciences,1,559,4,Male,78,3,1,Laboratory Technician,1,Single,5425,9717,1.0,Y,No,11,3,3,80,1,8,3,3,8,8,2,5
29,No,Travel_Frequently,1362.0,Sales,2.0,3,Life Sciences,1,560,3,Male,64,3,2,Human Resources,2,Single,8289,18451,0.0,Y,No,17,3,2,80,1,7,3,3,6,2,0,2
36,No,Travel_Rarely,604.0,Sales,29.0,2,Marketing,1,561,3,Female,85,3,1,Sales Executive,3,Divorced,5428,21772,3.0,Y,No,14,3,3,80,0,12,3,1,3,1,3,3
40,No,Travel_Frequently,1293.0,Research & Development,16.0,3,Medical,1,562,3,Male,51,3,2,Sales Executive,3,Married,8853,11453,3.0,Y,No,12,3,3,80,0,15,5,4,9,1,3,0
37,No,Travel_Rarely,721.0,Sales,25.0,2,Technical Degree,1,563,1,Male,80,3,2,Laboratory Technician,2,Divorced,7405,22624,1.0,Y,Yes,17,4,1,80,1,4,3,3,4,3,4,2
30,No,Travel_Rarely,1344.0,Research & Development,3.0,4,Marketing,1,564,2,Female,72,3,3,Sales Executive,2,Single,11249,2602,2.0,Y,No,16,4,4,80,3,10,5,3,9,3,1,0
45,No,Travel_Frequently,1008.0,Sales,2.0,2,Other,1,565,1,Male,72,3,3,Manufacturing Director,1,Married,14237,24473,3.0,Y,No,11,3,3,80,0,18,2,3,10,1,4,3
44,No,Non-Travel,1034.0,Sales,9.0,2,Technical Degree,1,566,3,Male,85,3,4,Healthcare Representative,2,Married,14555,14968,2.0,Y,No,17,3,4,80,1,7,4,2,3,3,3,0
36,No,Non-Travel,1063.0,Research & Development,1.0,3,Life Sciences,1,567,4,Female,42,3,2,Sales Executive,1,Married,7976,15462,5.0,Y,No,19,3,4,80,1,12,2,3,5,2,4,2
31,No,Travel_Frequently,1228.0,Research & Development,23.0,3,Medical,1,568,1,Male,37,2,2,Laboratory Technician,2,Divorced,8085,24121,2.0,Y,No,15,4,3,80,0,13,1,3,4,1,2,4
42,Yes,Travel_Rarely,1305.0,Research & Development,2.0,3,Life Sciences,1,569,1,Male,68,3,3,Manufacturing Director,4,Single,10707,3463,2.0,Y,No,14,4,1,80,0,7,2,3,5,4,4,2
39,No,Travel_Rarely,645.0,Sales,3.0,3,Human Resources,1,570,4,Male,86,2,1,Manager,2,Divorced,3916,24174,3.0,Y,Yes,22,3,4,80,1,4,3,1,1,1,1,1
24,No,Travel_Rarely,1143.0,Research & Development,3.0,4,Life Sciences,1,571,4,Male,47,3,2,Laboratory Technician,4,Divorced,8275,7152,4.0,Y,No,12,3,3,80,0,6,2,3,6,4,1,2
36,No,Non-Travel,1070.0,Research & Development,4.0,4,Medical,1,572,3,Male,69,3,1,Sales Executive,2,Married,3789,26789,5.0,Y,Yes,14,3,4,80,2,16,2,3,8,8,1,0
39,Yes,Travel_Rarely,928.0,Sales,1.0,4,Technical Degree,1,573,2,Female,97,4,2,Laboratory Technician,3,Married,7638,20001,2.0,Y,Yes,16,3,3,80,0,0,3,3,0,0,0,0
29,Yes,Travel_Frequently,414.0,Sales,15.0,3,Life Sciences,1,574,3,Male,73,2,1,Laboratory Technician,1,Married,3277,10621,2.0,Y,Yes,15,3,1,80,1,11,3,3,4,0,4,0
39,No,Travel_Rarely,752.0,Research & Development,19.0,3,Technical Degree,1,575,3,Female,35,3,2,Healthcare Representative,1,Single,8094,3744,2.0,Y,No,14,3,4,80,0,5,2,4,5,5,2,2
24,No,Travel_Rarely,387.0,Sales,4.0,3,Life Sciences,1,576,4,Male,91,2,1,Laboratory Technician,3,Divorced,5751,5143,2.0,Y,Yes,15,3,4,80,1,6,3,2,5,3,1,5
49,No,Travel_Rarely,292.0,Research & Development,1.0,3,Medical,1,577,1,Male,98,4,5,Research Scientist,2,Married,17118,5130,4.0,Y,No,21,3,1,80,0,14,5,2,14,1,0,1
48,No,Travel_Rarely,1420.0,Sales,13.0,3,Medical,1,578,4,Male,79,2,4,Healthcare Representative,2,Divorced,10684,3825,2.0,Y,No,18,3,3,80,0,16,3,2,15,1,1,7
35,No,Travel_Rarely,1113.0,Research & Development,1.0,3,Life Sciences,1,579,3,Female,72,3,1,Laboratory Technician,3,Married,5762,17433,4.0,Y,No,15,3,3,80,1,17,3,3,15,4,1,1
40,No,Travel_Frequently,868.0,Research & Development,1.0,1,Medical,1,580,4,Male,70,2,1,Sales Executive,4,Married,4916,23688,3.0,Y,No,12,3,3,80,1,20,4,3,17,1,4,0
18,Yes,Travel_Rarely,719.0,Research & Development,1.0,1,Technical Degree,1,581,1,Male,73,3,1,Laboratory Technician,3,Married,2912,22010,2.0,Y,Yes,12,3,4,80,1,0,5,3,0,0,0,0
27,No,Travel_Rarely,202.0,Research & Development,22.0,4,Life Sciences,1,582,4,Female,53,3,2,Research Director,1,Married,9291,20728,3.0,Y,No,18,3,2,80,0,7,2,3,2,2,0,0
34,No,Travel_Rarely,592.0,Research & Development,8.0,1,Medical,1,583,3,Male,75,3,1,Healthcare Representative,2,Divorced,2182,26513,2.0,Y,Yes,11,3,1,80,0,8,2,3,2,2,2,2
27,No,Travel_Frequently,377.0,Research & Development,2.0,3,Technical Degree,1,584,2,Male,65,2,1,Research Scientist,3,Single,6581,17723,2.0,Y,No,24,3,2,80,0,9,2,3,9,2,2,2
43,No,Travel_Rarely,853.0,Sales,16.0,3,Marketing,1,585,3,Female,85,3,3,Healthcare Representative,4,Divorced,10996,4459,3.0,Y,Yes,15,3,4,80,0,4,3,3,2,2,0,2
55,No,Travel_Rarely,746.0,Sales,7.0,2,Life Sciences,1,586,2,Male,88,2,4,Research Scientist,1,Divorced,10216,14465,7.0,Y,No,11,3,2,80,0,5,6,3,4,4,0,2
26,No,Travel_Rarely,1447.0,Sales,1.0,4,Other,1,587,1,Male,79,3,2,Laboratory Technician,2,Divorced,8220,20973,3.0,Y,No,16,4,3,80,0,8,0,3,4,4,4,3
29,No,Travel_Rarely,1283.0,Human Resources,1.0,2,Life Sciences,1,588,1,Male,99,1,1,Laboratory Technician,3,Married,3968,13484,5.0,Y,No,12,3,4,80,1,11,3,2,11,2,0,1
39,No,Travel_Frequently,941.0,Sales,7.0,4,Medical,1,589,2,Male,61,4,2,Research Scientist,4,Divorced,6897,9743,3.0,Y,No,13,3,4,80,0,6,2,3,2,0,0,1
52,No,Travel_Rarely,1353.0,Research & Development,2.0,4,Medical,1,590,3,Male,82,3,5,Research Scientist,1,Single,16172,14395,1.0,Y,Yes,11,4,1,80,0,24,3,3,7,1,2,6
26,No,Travel_Rarely,562.0,Research & Development,2.0,2,Marketing,1,591,3,Female,53,3,1,Research Director,4,Married,4471,21547,2.0,Y,Yes,14,3,1,80,1,4,5,2,3,3,3,1
39,No,Travel_Rarely,260.0,Sales,4.0,2,Life Sciences,1,592,4,Male,85,3,2,Research Scientist,4,Single,7026,11155,3.0,Y,No,11,3,4,80,1,5,4,4,5,1,1,1
53,No,Travel_Frequently,885.0,Sales,1.0,3,Life Sciences,1,593,3,Female,48,3,3,Manager,2,Single,7757,10887,1.0,Y,No,13,4,3,80,1,17,6,1,5,5,2,5
22,No,Travel_Rarely,188.0,Human Resources,3.0,3,Marketing,1,594,1,Female,78,4,1,Manufacturing Director,4,Married,6989,13915,7.0,Y,Yes,12,3,1,80,0,4,3,4,4,0,3,4
25,No,Travel_Rarely,1419.0,Sales,2.0,2,Life Sciences,1,595,3,Female,30,3,1,Laboratory Technician,3,Married,4260,12538,4.0,Y,No,13,3,1,80,1,7,3,2,4,4,1,4
33,Yes,Travel_Frequently,271.0,Research & Development,4.0,5,Medical,1,596,3,Female,83,3,2,Sales Executive,1,Married,6582,7332,3.0,Y,Yes,12,3,4,80,0,10,5,3,7,3,4,0
32,No,Travel_Frequently,1298.0,Sales,1.0,2,Marketing,1,597,4,Female,50,3,1,Sales Executive,2,Divorced,2668,9063,2.0,Y,Yes,15,3,4,80,1,14,3,3,3,3,3,0
44,No,Travel_Rarely,1039.0,Sales,3.0,4,Medical,1,598,2,Female,47,2,2,Sales Executive,2,Single,9287,5027,5.0,Y,No,18,4,3,80,2,10,6,2,1,1,1,1
39,No,Travel_Rarely,446.0,Sales,,2,Life Sciences,1,599,4,Male,53,4,3,Laboratory Technician,2,Married,8762,20810,2.0,Y,Yes,16,3,2,80,1,10,2,2,10,10,8,2
21,Yes,Travel_Rarely,846.0,Sales,6.0,5,Life Sciences,1,600,4,Male,59,3,1,Human Resources,4,Single,4941,7356,0.0,Y,No,20,3,3,80,3,3,2,3,1,0,0,1
42,No,Travel_Frequently,861.0,Research & Development,3.0,2,Other,1,601,4,Male,38,4,3,Sales Representative,3,Married,10049,26464,4.0,Y,Yes,13,3,1,80,0,10,2,3,4,0,4,4
32,No,Non-Travel,1132.0,Sales,5.0,3,Medical,1,602,3,Male,68,3,3,Sales Executive,4,Divorced,10154,26275,4.0,Y,No,16,3,4,80,0,4,5,2,1,1,1,1
48,No,Travel_Rarely,698.0,Research & Development,2.0,3,Life Sciences,1,603,3,Male,38,3,3,Research Scientist,3,Married,9113,18836,5.0,Y,No,16,3,2,80,0,29,1,2,19,0,5,4
31,No,Travel_Rarely,930.0,Sales,10.0,2,Life Sciences,1,604,4,Female,68,3,2,Sales Executive,2,Married,6783,26767,3.0,Y,Yes,19,3,2,80,0,13,4,3,13,0,2,10
31,Yes,Travel_Frequently,682.0,Research & Development,2.0,4,Life Sciences,1,605,4,Male,55,4,2,Human Resources,1,Divorced,7915,23603,0.0,Y,No,12,3,2,80,0,13,3,3,13,1,2,1
42,No,Travel_Rarely,235.0,Research & Development,1.0,2,Human Resources,1,606,4,Female,71,1,2,Research Scientist,4,Divorced,8323,20810,1.0,Y,No,18,4,1,80,2,9,3,3,7,2,0,1
44,No,Non-Travel,1094.0,Research & Development,8.0,3,Life Sciences,1,607,4,Male,40,3,3,Sales Executive,1,Married,9685,10952,1.0,Y,No,12,3,2,80,1,4,3,2,1,1,1,1
41,No,Travel_Frequently,461.0,Research & Development,7.0,3,Life Sciences,1,608,4,Male,98,3,4,Manufacturing Director,2,Married,14136,22944,3.0,Y,No,13,3,4,80,2,23,2,3,20,10,0,5
22,No,Travel_Rarely,491.0,Research & Development,2.0,3,Medical,1,609,4,Male,31,3,1,Laboratory Technician,3,Married,6299,10582,3.0,Y,No,14,3,3,80,2,4,2,2,2,0,2,2
42,Yes,Travel_Rarely,565.0,Human Resources,4.0,1,Life Sciences,1,610,2,Male,89,3,1,Research Scientist,4,Single,1707,4673,4.0,Y,Yes,17,3,3,80,1,10,3,3,8,8,3,4
28,No,Travel_Rarely,893.0,Research & Development,8.0,2,Life Sciences,1,611,3,Male,54,3,1,Manufacturing Director,1,Divorced,4688,16184,2.0,Y,No,11,3,2,80,2,6,6,2,3,3,1,0
39,Yes,Travel_Frequently,1090.0,Sales,10.0,2,Human Resources,1,612,3,Male,87,4,3,Sales Executive,3,Married,9388,5157,3.0,Y,No,12,3,2,80,0,12,0,4,1,1,1,1
24,No,Travel_Rarely,1240.0,Research & Development,3.0,2,Medical,1,613,4,Male,71,3,1,Sales Executive,1,Divorced,2805,4390,4.0,Y,No,13,3,3,80,2,6,2,3,5,5,4,0
41,No,Travel_Rarely,935.0,Research & Development,1.0,2,Life Sciences,1,614,3,Male,88,4,2,Sales Executive,4,Single,8369,4401,2.0,Y,Yes,15,4,3,80,1,9,5,3,3,3,2,3
30,No,Travel_Frequently,657.0,Sales,1.0,4,Medical,1,615,3,Male,68,2,1,Research Scientist,4,Single,3718,24794,2.0,Y,No,12,3,1,80,1,1,1,3,0,0,0,0
25,No,Travel_Frequently,1424.0,Sales,1.0,3,Life Sciences,1,616,4,Male,85,2,1,Human Resources,4,Divorced,2509,3667,0.0,Y,No,16,3,4,80,1,7,0,4,4,1,2,0
43,No,Travel_Rarely,765.0,Research & Development,1.0,3,Life Sciences,1,617,3,Male,75,2,3,Laboratory Technician,1,Divorced,13483,11920,,Y,Yes,14,3,1,80,2,7,5,3,7,2,0,3
39,No,Travel_Rarely,305.0,Sales,1.0,3,Medical,1,618,1,Male,77,3,2,Healthcare Representative,3,Divorced,9556,20706,2.0,Y,No,17,4,1,80,2,14,4,3,4,2,3,1
31,Yes,Travel_Rarely,1221.0,Sales,21.0,2,Medical,1,619,4,Male,70,3,1,Research Scientist,2,Divorced,1221,22068,4.0,Y,No,15,3,2,80,0,4,2,3,2,2,1,2
50,No,Travel_Rarely,1413.0,Research & Development,1.0,3,Marketing,1,620,2,Male,47,2,3,Healthcare Representative,3,Married,8446,3498,1.0,Y,No,21,3,3,80,0,8,6,2,5,0,4,3
33,No,Non-Travel,508.0,Human Resources,1.0,2,Technical Degree,1,621,2,Male,89,3,2,Research Director,4,Single,8968,24354,3.0,Y,No,15,3,1,80,0,15,3,3,4,0,1,4
37,No,Travel_Frequently,409.0,Sales,1.0,3,Life Sciences,1,622,3,Female,89,3,2,Research Scientist,1,Single,7387,25729,2.0,Y,No,11,3,1,80,1,18,2,3,4,4,4,3
39,No,Travel_Rarely,593.0,Sales,7.0,3,Technical Degree,1,623,4,Female,80,3,3,Human Resources,3,Married,13801,26250,,Y,No,14,3,3,80,0,12,3,3,9,9,1,1
31,No,Travel_Rarely,581.0,Research & Development,19.0,3,Medical,1,624,2,Female,49,3,1,Manufacturing Director,1,Single,5809,18382,2.0,Y,No,15,3,2,80,1,5,5,3,3,2,3,0
41,No,Travel_Rarely,370.0,Research & Development,3.0,5,Life Sciences,1,625,2,Male,58,3,3,Healthcare Representative,3,Divorced,11639,14852,1.0,Y,Yes,12,4,1,80,0,3,3,3,2,2,2,2
32,No,Travel_Frequently,150.0,Research & Development,9.0,2,Technical Degree,1,626,3,Male,80,4,2,Research Scientist,3,Single,6060,6349,1.0,Y,No,20,3,3,80,2,10,3,3,4,0,1,4
33,No,Travel_Rarely,364.0,Sales,2.0,3,Life Sciences,1,627,3,Male,43,3,1,Manufacturing Director,3,Single,5584,5170,4.0,Y,No,14,3,3,80,1,6,2,4,3,3,3,0
49,No,Travel_Rarely,516.0,Sales,15.0,2,Medical,1,628,3,Female,37,4,3,Laboratory Technician,3,Single,8803,22454,8.0,Y,No,13,4,1,80,1,1,2,3,0,0,0,0
28,No,Travel_Rarely,365.0,Research & Development,6.0,3,Medical,1,629,3,Female,58,4,2,Research Director,4,Single,10249,23271,1.0,Y,Yes,16,3,2,80,0,5,3,2,3,3,1,3
18,Yes,Travel_Frequently,380.0,Research & Development,1.0,4,Life Sciences,1,630,4,Female,68,4,1,Sales Representative,4,Single,5459,22608,3.0,Y,Yes,12,3,2,80,2,0,2,2,0,0,0,0
51,No,Travel_Rarely,1419.0,Research & Development,1.0,2,Technical Degree,1,631,4,Female,92,2,3,Research Scientist,4,Married,9615,17490,3.0,Y,Yes,18,3,4,80,0,14,4,3,12,1,0,4
60,No,Travel_Rarely,405.0,Research & Development,3.0,3,Life Sciences,1,632,2,Male,52,3,3,Research Director,1,Married,12548,16137,3.0,Y,No,18,3,4,80,1,30,2,2,23,1,3,1
33,Yes,Travel_Frequently,1249.0,Sales,1.0,3,Marketing,1,633,3,Female,45,3,1,Sales Representative,4,Married,8734,6913,1.0,Y,Yes,15,3,2,80,2,10,2,3,7,4,0,0
20,No,Travel_Rarely,901.0,Research & Development,2.0,1,Life Sciences,1,634,4,Female,79,2,1,Laboratory Technician,2,Divorced,4308,4359,4.0,Y,No,17,3,4,80,1,2,1,3,2,1,1,2
34,No,Travel_Rarely,711.0,Research & Development,5.0,4,Life Sciences,1,635,2,Male,91,3,2,Sales Executive,1,Married,8890,7096,2.0,Y,No,13,3,3,80,2,11,4,3,3,2,3,1
34,No,Travel_Rarely,1192.0,Research & Development,10.0,3,Life Sciences,1,636,4,Female,89,2,2,Sales Executive,3,Married,7122,12075,2.0,Y,No,11,4,2,80,1,11,3,4,6,6,0,6
35,No,Travel_Rarely,125.0,Research & Development,10.0,4,Technical Degree,1,637,2,Male,74,3,1,Sales Executive,2,Married,4853,9599,3.0,Y,No,14,3,4,80,1,16,2,3,15,11,3,1
27,No,Travel_Rarely,,Sales,2.0,3,Life Sciences,1,638,1,Female,31,3,1,Sales Executive,4,Single,1986,15755,1.0,Y,No,13,3,4,80,3,9,3,4,9,4,0,1
42,No,Non-Travel,683.0,Human Resources,4.0,4,Technical Degree,1,639,1,Female,75,3,1,Human Resources,1,Married,4699,21564,4.0,Y,No,11,3,3,80,1,10,3,2,3,3,0,1
42,No,Travel_Rarely,1260.0,Research & Development,9.0,2,Life Sciences,1,640,1,Male,38,4,1,Sales Executive,3,Divorced,4778,20618,6.0,Y,No,11,3,3,80,2,8,5,3,7,2,1,3
24,No,Travel_Frequently,1446.0,Research & Development,7.0,3,Medical,1,641,4,Female,85,3,1,Manufacturing Director,2,Married,7938,22716,1.0,Y,No,11,4,4,80,2,5,2,3,2,2,0,2
43,No,Travel_Rarely,1123.0,Research & Development,1.0,4,Life Sciences,1,642,3,Male,94,3,5,Manufacturing Director,2,Single,14268,9528,3.0,Y,No,11,3,1,80,0,4,2,3,4,0,2,4
55,No,Travel_Rarely,261.0,Research & Development,1.0,3,Life Sciences,1,643,4,Female,72,2,5,Manufacturing Director,4,Married,16994,25399,0.0,Y,No,20,3,2,80,0,7,5,4,2,1,1,2
39,No,Travel_Rarely,1466.0,Research & Development,7.0,3,Other,1,644,4,Female,46,4,1,Sales Executive,3,Divorced,7018,23839,4.0,Y,No,17,3,3,80,1,13,3,4,6,6,1,0
34,No,Travel_Rarely,1163.0,Research & Development,4.0,5,Medical,1,645,3,Female,50,1,2,Laboratory Technician,2,Married,7464,10783,0.0,Y,No,18,3,4,80,2,5,3,2,2,0,1,2
36,No,Travel_Frequently,127.0,Sales,5.0,3,Medical,1,646,4,Female,81,4,1,Manufacturing Director,4,Married,4391,8338,1.0,Y,No,17,3,1,80,1,9,2,3,7,2,1,0
43,No,Travel_Rarely,367.0,Research & Development,7.0,3,Medical,1,647,4,Male,83,1,2,Laboratory Technician,4,Divorced,6400,24207,1.0,Y,No,19,4,1,80,0,12,5,3,11,3,0,1
21,Yes,Travel_Rarely,1482.0,Research & Development,12.0,3,Medical,1,648,2,Male,86,2,1,Sales Executive,3,Married,3021,26954,3.0,Y,No,15,3,3,80,1,3,6,2,2,2,0,1
38,No,Travel_Rarely,1270.0,Research & Development,28.0,4,Medical,1,649,4,Male,37,3,2,Healthcare Representative,1,Married,4613,13675,1.0,Y,No,20,3,1,80,1,15,3,4,11,0,1,6
33,No,Non-Travel,674.0,Sales,,4,Technical Degree,1,650,4,Male,81,3,2,Sales Executive,4,Single,6767,4959,3.0,Y,No,11,3,3,80,1,14,0,3,7,3,1,6
54,No,Travel_Rarely,1438.0,Research & Development,3.0,3,Medical,1,651,3,Male,97,4,4,Laboratory Technician,2,Single,12519,17197,2.0,Y,No,15,3,2,80,1,18,0,3,9,9,3,5
35,No,Travel_Rarely,769.0,Research & Development,8.0,2,Medical,1,652,1,Male,32,3,2,Laboratory Technician,2,Divorced,8112,22838,2.0,Y,No,11,3,4,80,3,17,2,4,17,3,5,13
52,No,Travel_Frequently,1313.0,Sales,5.0,1,Medical,1,653,2,Male,60,3,3,Research Scientist,1,Married,9682,13769,3.0,Y,Yes,19,3,4,80,1,13,3,2,10,4,1,0
27,No,Travel_Rarely,908.0,Research & Development,5.0,3,Medical,1,654,4,Male,81,3,1,Manager,1,Married,3836,5386,0.0,Y,No,17,3,3,80,0,8,2,3,5,1,1,0
42,No,Travel_Rarely,1024.0,Sales,4.0,4,Medical,1,655,4,Female,67,4,2,Sales Executive,4,Married,7086,20413,2.0,Y,No,19,3,4,80,1,13,3,3,7,3,1,0
40,No,Travel_Rarely,113.0,Research & Development,5.0,3,Medical,1,656,4,Male,97,3,1,Research Director,4,Single,4613,21004,2.0,Y,Yes,11,3,1,80,0,5,2,3,3,3,3,1
29,Yes,Travel_Frequently,1457.0,Sales,1.0,2,Medical,1,657,4,Female,77,4,1,Sales Representative,3,Divorced,3748,23884,4.0,Y,Yes,13,3,3,80,1,11,2,3,11,11,1,3
39,No,Travel_Rarely,355.0,Human Resources,2.0,2,Marketing,1,658,2,Male,55,3,2,Research Scientist,4,Single,5988,23569,5.0,Y,No,11,3,3,80,2,8,6,2,6,3,5,4
48,No,Non-Travel,399.0,Research & Development,3.0,3,Other,1,659,4,Male,73,3,3,Research Scientist,4,Divorced,11254,13994,1.0,Y,No,16,3,2,80,1,23,2,3,9,3,5,0
34,No,Travel_Frequently,725.0,Sales,3.0,4,Other,1,660,3,Male,79,3,1,Sales Executive,3,Married,6621,9887,3.0,Y,No,13,3,1,80,2,16,6,3,16,3,10,5
22,No,Travel_Frequently,1157.0,Research & Development,1.0,2,Marketing,1,661,4,Male,84,3,1,Sales Representative,3,Single,4931,6216,1.0,Y,No,18,3,3,80,1,4,3,3,3,2,1,3
37,No,Travel_Rarely,1177.0,Sales,11.0,3,Medical,1,662,2,Male,49,4,1,Manufacturing Director,4,Single,3602,4617,2.0,Y,No,15,3,3,80,1,13,1,4,8,1,4,1
29,Yes,Travel_Rarely,977.0,Sales,9.0,4,Marketing,1,663,2,Male,94,3,3,Sales Executive,1,Divorced,10878,22688,4.0,Y,No,11,3,3,80,1,9,3,2,9,1,9,8
